STATION_NO,R_STATION,R_CTRY,R_LATITUDE,R_LONGITUD,R_ALTITUDE,R_HEIGHT,R_ANT_BEAM,ZONE,ANTEN_TYPE,ANTEN_DIAM,FEED,PROT_RAD,FIG_MERIT,XPD_0,OFF_AXIS,RELAT_LEV,RANGE_REC,INT_TIME,EXP_NO,SATEL_NAME,SATEL_POS,TYPE,START_DATE,END_DATE,DURATION,FREQUENCY,POL_L_C,POLAR,ELEVATION,RAIN_CONC,T_MED,DATA_SAMP,CALIB_INT,DAT_RES,RAIN_GAUGE,RAIN_RES,RAIN_TIME,LOC_GAUGE,ATT_E_T,RR_001,RR_002,RR_003,RR_005,RR_01,RR_02,RR_03,RR_05,RR_1,RR_2,RR_3,RR_5,RR1,RR2,RR3,RR5,RR10,RR20,RR30,RR50,A_001,A_002,A_003,A_005,A_01,A_02,A_03,A_05,A_1,A_2,A_3,A_5,A1,A2,A3,A5,A10,A20,A30,A50,FLAG1,FLAG2,FLAG3,FLAG4,FLAG5,FLAG6,FLAG7,FLAG8,REFERENCES_EXP,COMMENTS
370,MADRID,ES,40.38,356.28,630,20,1.25,H,CASSEGRAIN,1.2,HORN,N,22,,,,30,-1,2,EUTELSATHOTBIRD6,13,BCN,2007/07/01,2008/06/30,366,19.701,L,19,40.2,Y,,0.053,,0.001,T.B.,0.1,60,CO-SITE,E,62.46,52.11,43.19,37.53,27.65,17.92,13.95,9.37,5.49,3.6,2.78,1.89,0.97,,,,,,,,26.33,23.63,21.26,17.97,11.33,7.67,6.24,4.59,3.35,2.48,2.07,1.55,0.97,,,,,,,,,,,,,,,,COST IC0802,Receiver uptime 99.9970% (regarding rain) Integration time (column 19) is 0.1 s.
370,MADRID,ES,40.38,356.28,630,20,1.25,H,CASSEGRAIN,1.2,HORN,N,22,,,,30,-1,3,EUTELSATHOTBIRD6,13,BCN,2008/07/01,2009/06/30,365,19.701,L,19,40.2,Y,,0.053,,0.001,T.B.,0.1,60,CO-SITE,E,63.13,51.38,44.94,38.88,29.18,16.67,11.92,7.19,4.37,2.86,2.29,1.54,0.48,,,,,,,,30.8,27.42,24.64,21.12,15.05,8.71,6.43,4.54,3.12,2.24,1.85,1.42,0.89,,,,,,,,,,,,,,,,COST IC0802,Receiver uptime 99.8367% (regarding rain) Integration time (column 19) is 0.1 s.
370,MADRID,ES,40.38,356.28,630,20,1.25,H,CASSEGRAIN,1.2,HORN,N,22,,,,30,-1,4,EUTELSATHOTBIRD6,13,BCN,2009/07/01,2010/06/30,365,19.701,L,19,40.2,Y,,0.053,,0.001,T.B.,0.1,60,CO-SITE,E,60.86,47.73,43.12,32.72,22.57,13.13,10.42,8.14,5.5,3.78,2.99,2.23,1.36,,,,,,,,28.4,25.99,23.81,20.92,12.66,6.9,5.4,4.31,3.35,2.63,2.26,1.82,1.3,,,,,,,,,,,,,,,,COST IC0802,Receiver uptime 100% (regarding rain). Integration time (column 19) is 0.1 s.
374,GOMETZ-LA-VILLE,FR,48.6719,2.1216,160,1,1,H,CASSEGRAIN,1.5,PRIMEFOCUS,Y,20,,,,20,1,1,OLYMPUS,341,BCN,1992/10/12,1993/08/13,306,12.5,L,72.4,30.57,Y,18.5,1,0.1,0.2,DISTROMETR,0.1,60,40 M WEST,T,110.03,70.53,64.1,51.58,37.16,29.21,25.2,20.84,14.74,9.33,7.52,4.97,2.75,1.33,0.99,0.97,0.92,0.82,0.72,0.51,13.58,12.16,10.5,7.7,5.07,3.47,2.79,2.24,1.66,1.23,1.05,0.88,0.68,0.53,0.46,0.39,0.31,0.26,0.23,0.17,3E-3,3E+0,3E-3,5E+1,0T,,,,,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005)
374,GOMETZ-LA-VILLE,FR,48.6719,2.1216,160,10,0.13,H,CASSEGRAIN,9,MULTIMODE,Y,35,40,,14,50,1,2,OLYMPUS,341,BCN,1992/05/01,1993/04/30,366,19.77,L,72.7,30.57,Y,18.5,1,0.12,0.1,DISTROMETR,0.1,60,30 M WEST,,134.21,126.89,114.67,96.06,68.1,47.77,39.48,27.36,18.6,11.36,8.4,5.94,2.89,1.76,1.34,0.99,0.94,0.83,0.73,0.52,43.87,32.37,29.02,24.86,20.33,16.39,14.64,12.6,8.75,6.21,4.75,3.62,2.13,1.5,1.29,1.12,0.94,0.78,0.69,0.56,3E-3,3E+0,5E-2,5E+1,0T,,,,,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). RAIN MEASUREMENTS SHOULD BE DELETED SINCE REFERRED TO THE SECOND SITE IN GOMETZ (BY J.P.V.BAPTISTA C.RIVA. 17.04.99)
374,GOMETZ-LA-VILLE,FR,48.6719,2.1216,160,10,0.13,H,CASSEGRAIN,9,MULTIMODE,Y,35,40,,14,50,1,3,OLYMPUS,201.9,BCN,1992/05/01,1993/04/30,366,19.77,L,-17.3,30.57,Y,18.5,1,0.12,0.1,DISTROMETR,0.1,60,30 M WEST,,134.21,126.89,114.67,96.06,68.1,47.77,39.48,27.36,18.6,11.36,8.4,5.94,2.89,1.76,1.34,0.99,0.94,0.83,0.73,0.52,47.07,45.9,45.76,44.84,43.53,39.26,33.45,28.49,25.02,14.16,8.07,3.8,2.16,1.5,1.29,1.11,0.93,0.78,0.69,0.56,3E-3,3E+0,1E-1,5E+1,0T,,,,,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005)
374,GOMETZ-LA-VILLE,FR,48.6719,2.1216,160,10,0.13,H,CASSEGRAIN,9,MULTIMODE,Y,35,45,,16,60,1,4,OLYMPUS,341,BCN,1992/05/01,1992/10/10,163,29.65,L,-17.7,30.57,Y,18.5,1,0.12,0.1,DISTROMETR,0.1,60,30 M WEST,,147.02,133.03,130.55,11.78,86.34,64.41,51.02,40.1,23,13.41,9.37,6.95,2.84,1.81,1.54,1.01,0.95,0.84,0.74,0.53,44.78,43.57,42.72,41.02,38.08,32.3,29.43,25.47,18.37,11.99,8.85,6.01,3.6,2.2,1.81,1.46,1.09,0.84,0.74,0.63,,,,,,,,,,Not considered in ESA contract 17760/03/NL/JA (Oct. 2005).
377,LA-FOLIE-BESSIN,FR,48.6735,2.1968,160,5,0.85,H,CASSEGRAIN,1.3,MULTIMODE,Y,21.4,40,,16,40,1,1,OLYMPUS,341,BCN,1992/06/19,1993/03/15,281,19.77,L,72.4,30.57,Y,18.5,1,1,0.1,DISTROMETR,0.1,60,10 M SOUTH,T,83.62,67.24,53.69,46.89,37.79,27.54,24.26,19.58,12.73,8.37,6.26,4.38,2.34,1.66,1.28,0.99,0.93,0.83,0.73,0.52,21.31,19.2,17.43,15.76,12.71,8.13,6.98,5.87,4.88,4.03,3.55,3.07,2.4,1.78,1.49,1.21,0.97,0.81,0.72,0.59,1E-2,5E+0,1E-2,5E+1,0T,,,,,Not considered in ESA contract 17760/03/NL/JA (Oct. 2005).
377,LA-FOLIE-BESSIN,FR,48.6735,2.1968,160,5,0.57,H,CASSEGRAIN,1.3,MULTIMODE,Y,22.1,,,17,50,1,2,OLYMPUS,341,BCN,1992/06/19,1992/10/10,124,29.65,L,72.4,30.57,Y,18.5,1,1,0.1,DISTROMETR,0.1,60,10 M SOUTH,T,71.27,50.37,47.02,45.07,39.25,28.48,24.27,19.03,12.37,7.31,5.37,3.57,1.98,1.75,1.52,1.06,0.95,0.84,0.74,0.53,38.69,36.84,35.44,31.18,28.12,23.21,18.65,13.58,10.29,7.53,6.1,4.62,3.05,2.15,1.81,1.47,1.13,0.89,0.78,0.65,,,,,,,,,,Not considered in ESA contract 17760/03/NL/JA (Oct. 2005).
379,MARTLESHAM HEATH,UK,52.06,1.29,2,6,0.9,E,CASSEGRAIN,6.1,HORN ORTHO,NO,21.2,35,0,,30,1,1,OLYMPUS,341,BCN,1989/11/01,1991/05/29,575,12.5,L,74.7,27.5,N,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,6.5,4.8,3.9,2.8,1.9,1.8,1.7,1.5,1.2,1,0.9,0.8,0.7,0.6,0.6,0.5,0.4,0.3,0.3,0.2,,,5E-2,1E+1,0T,,,,BT TECHNOLOGY JOURNAL OCT92,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005)
379,MARTLESHAM HEATH,UK,52.06,1.29,2,6,0.9,E,CASSEGRAIN,6.1,HORN ORTHO,NO,21.2,35,0,,30,1,2,OLYMPUS,341,BCN,1989/11/01,1991/05/29,575,19.8,L,74.7,27.5,N,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,19.2,16.5,14.3,12.5,8.9,6.6,5.6,4.7,3.6,2.4,2,1.7,1.5,1.3,1.2,1.1,0.9,0.7,0.6,0.5,,,5E-3,5E+1,0T,,,,,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005)
379,MARTLESHAM HEATH,UK,52.06,1.29,2,6,0.9,E,CASSEGRAIN,6.1,HORN ORTHO,NO,21.2,35,0,,30,1,3,OLYMPUS,341,BCN,1989/11/01,1991/05/29,575,29.7,L,74.7,27.5,N,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,36.2,29.9,26.6,23.9,18,13.1,11.1,9.6,7.3,5.1,4.3,3.6,3,2.6,2.3,2,1.7,1.3,1.1,0.8,,,5E-3,5E+1,0T,,,,,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005)
380,LUSTBUEHEL,AT,47.068,15.494,489,7,0.6,K,CASSEGRAIN,3,HORN,Y,24.1,60,1.1,-17,28,,1,OLYMPUS,341,BCN,1992/01/01,1992/12/31,365,12.5,L,23.5,25.7,Y,,1,30,0.1,TIP.BUCK.,0.05,,12 M TO W,,,90,61,46,35.1,25.6,20.9,15.5,10.5,7.1,5.6,4,2.1,0.9,0.3,,,,,,17.8,16,12.4,9.3,7.45,5.35,4.35,3.4,2.35,1.75,1.45,,,,,,,,,,2E-3,3E-1,2E-3,3E-1,,,,,,ATTENTION: THE ATTENUATION CDF IS ALMOST IDENTICAL TO THAT OF THE FOLLOWING EXPERIMENT (380-2) BUT HERE CLASSIFIED AS EXCESS? C.Riva 21.04.2006. I08
380,LUSTBUEHEL,AT,47.068,15.494,489,7,0.6,K,Cassegrain,3,horn,y,24.1,60,,-17,28,1,2,OLYMPUS,341,BCN,1992/01/01,1992/12/31,365,12.501,L,23.5,25.7,Y,,1,30,0.1,Tip.bucket,0.05,,12 m W,T,,90,61.6,46,35.1,25.6,20.9,15.5,10.5,7.1,5.6,4,2.1,0.9,0.3,0.1,,,,,17.8,16,12.4,9.3,7.45,5.35,4.35,3.4,2.35,1.75,1.45,1.15,0.85,0.73,0.6,0.55,0.5,0.4,0.3,,3E-3,5E+0,1E-2,3E+1,0T,,,,,ATTENTION: THE ATTENUATION CDF IS ALMOST IDENTICAL TO THAT OF THE PREVIOUS EXPERIMENT (380-1) BUT HERE CLASSIFIED AS TOTAL C.Riva 21.04.2006. classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Joanneum Research
380,LUSTBUEHEL,AT,47.068,15.494,489,6,0.65,K,OFFSET,1.5,HORN,Y,,,1.1,-34.5,28,,3,OLYMPUS,341,BCN,1992/01/01,1992/12/31,365,19.77,L,66.5,25.7,Y,,1,30,0.1,TIP.BUCK.,0.05,,12 M TO W,T,,90,61,46,35.1,25.6,20.9,15.5,10.5,7.1,5.6,4,2.1,0.9,0.3,0.1,,,,,24,22,20.75,19.15,16.2,12.4,10.6,8.5,5.75,4.35,3.7,2.9,2.15,1.6,1.4,1.25,0.95,0.8,0.65,,3E-3,3E+1,1E-2,3E+1,0T,,,,,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005)
380,LUSTBUEHEL,AT,47.068,15.494,489,6,0.65,K,OFFSET,1.5,HORN,Y,,,1.1,-34.5,28,,4,OLYMPUS,341,BCN,1992/01/01,1992/12/31,365,19.77,L,-23.5,25.7,Y,,1,30,0.1,TIP.BUCK.,0.05,,12 M TO W,T,,90,61,46,35.1,25.6,20.9,15.5,10.5,7.1,5.6,4,2.1,0.9,0.3,0.1,,,,,,24,22.35,20.55,17.35,13.3,11.25,8.95,6,4.45,3.75,2.95,2.2,1.6,1.4,1.25,0.95,0.8,0.65,,3E-3,3E+1,1E-2,3E+1,0T,,,,TWIN,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005)
380,LUSTBUEHEL,AT,47.068,15.494,489,6,0.44,K,OFFSET,1.5,HORN,Y,,,1.6,-34.5,27,,5,OLYMPUS,341,BCN,1992/01/01,1992/12/31,365,29.7,L,67.5,25.7,Y,,1,30,0.1,TIP.BUCK.,0.05,,12 M TO W,T,,90,61,46,35.1,25.6,20.9,15.5,10.5,7.1,5.6,4,2.1,0.9,0.3,0.1,,,,,,,,,27.8,23.05,20.05,16.35,11.25,8.16,6.7,4.95,3.3,2.2,1.7,1.3,0.95,0.75,0.6,,3E-3,3E+1,1E-2,3E+1,0T,,,,,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005)
383,SPARSHOLT,UK,51.8,358.61,50,,,,,,,,,,,,,1,1,OLYMPUS,341,BCN,1992/09/17,1993/08/11,329,12.5,L,-13.3,29.2,N,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,12.9,8.4,7.3,6.1,3.8,2.5,2,1.6,1.2,0.8,0.7,,,,,,,,,,,,5E-3,3E-1,0E,,,,,Edited by C.Riva February 2004 digitally scanning the figure page 28 of OPEX Reference Book Vol. 1. Polarization tilt angle calculated by C.Riva and L.Castanet 31.08.2005
383,SPARSHOLT,UK,51.8,358.61,50,,,,,,,,,,,,,1,2,OLYMPUS,341,BCN,1992/09/17,1993/08/11,329,19.77,L,76.7,29.2,N,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,31.1,18.8,17,14.1,9.1,5.9,4.8,4,3.1,2.3,1.8,1.5,0.9,,,,,,,,,,5E-3,1E+0,0E,,,,,Edited by C.Riva February 2004 digitally scanning the figure page 28 of OPEX Reference Book Vol. 1. Polarization tilt angle calculated by C.Riva and L.Castanet 31.08.2005
383,SPARSHOLT,UK,51.08,358.61,115,3.5,,F,Cassegrain,0.61,Conic.Horn,Y,,,,,,,3,ITALSAT,13.2,BCN,1997/04/01,1998/03/31,365,18.7,L,90,29.9,,,,,,,,,,T,60.51,50.82,46.48,39.09,31.3,22.79,18.21,13.25,8.62,5.95,5.02,3.72,2.26,1.08,0.59,0.23,0.18,0.12,0.09,0.05,,,,,,7.67,6.48,5.08,3.68,2.68,2.25,1.78,1.38,1.14,1.01,0.9,0.73,0.54,0.42,0.23,2E-2,5E+1,2E-2,5E+1,0T,,,,,Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva April 2004 digitally scanning the figure page 37 of CEPIT      Reference Book. 1998
383,SPARSHOLT,UK,51.08,358.61,115,3.5,,F,Cassegrain,0.61,Conic.Horn,Y,,,,,,,4,ITALSAT,13.2,BCN,1997/04/01,1998/03/31,365,39.6,C,45,29.9,,,,,,,,,,T,60.51,50.82,46.48,39.09,31.3,22.79,18.21,13.25,8.62,5.95,5.02,3.72,2.26,1.08,0.59,0.23,0.18,0.12,0.09,0.05,,,,,,,24.53,19.2,14.28,10.59,9.1,7.48,5.73,4.42,3.77,2.95,1.91,1.29,0.99,0.84,2E-2,5E+1,3E-2,5E+1,0T,,,,,Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva April 2004 digitally scanning the figure page 19 of CEPIT VIII Reference Book. june 2000
383,SPARSHOLT,UK,51.08,358.61,115,3.5,,F,Cassegrain,0.61,Conic.Horn,Y,,,,,,,5,ITALSAT,13.2,BCN,1997/04/01,1998/03/31,365,49.5,L,90,29.9,,,,,,,,,,T,60.51,50.82,46.48,39.09,31.3,22.79,18.21,13.25,8.62,5.95,5.02,3.72,2.26,1.08,0.59,0.23,0.18,0.12,0.09,0.05,,,,,,,,,22.39,17.09,14.92,12.52,9.81,7.81,6.86,5.71,4.31,3.37,3.02,2.76,2E-2,5E+1,1E-1,5E+1,0T,,,,,Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva April 2004 digitally scanning the figure page 19 of CEPIT VIII Reference Book. june 2000
383,SPARSHOLT,UK,51.08,358.61,115,3.5,,F,Cassegrain,0.61,Conic.Horn,Y,,,,,,,6,ITALSAT,13.2,BCN,1998/04/01,1999/03/31,365,39.6,C,45,29.9,,,,,,,,,,T,55.8,47.87,41.33,33.34,25.12,19.46,16.05,12.66,8.47,5.82,4.88,3.7,2.36,1.24,0.73,0.24,0.19,0.13,0.1,0.06,,,,,,,21.25,17.35,13.47,10.75,9.18,7.51,5.8,4.43,3.76,2.96,2.01,1.33,1,0.83,3E-2,5E+1,3E-2,5E+1,0T,,,,,Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva April 2004 digitally scanning the figure page 19 of CEPIT VIII Reference Book. june 2000
383,SPARSHOLT,UK,51.08,358.61,115,3.5,,F,Cassegrain,0.61,Conic.Horn,Y,,,,,,,7,ITALSAT,13.2,BCN,1998/04/01,1999/03/31,365,49.5,L,90,29.9,,,,,,,,,,T,55.8,47.87,41.33,33.34,25.12,19.46,16.05,12.66,8.47,5.82,4.88,3.7,2.36,1.24,0.73,0.24,0.19,0.13,0.1,0.06,,,,,,,,,21.73,17.33,14.99,12.53,9.96,7.98,6.98,5.8,4.41,3.38,3.03,2.75,3E-2,5E+1,1E-1,5E+1,0T,,,,,Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva April 2004 digitally scanning the figure page 19 of CEPIT VIII Reference Book. june 2000
383,SPARSHOLT,UK,51.08,358.61,115,3.5,,F,Cassegrain,0.61,Conic.Horn,Y,,,,,,,8,ITALSAT,13.2,BCN,1999/04/01,2000/03/31,365,39.6,C,45,29.9,,,,,,,,,,T,65.13,60.91,53.36,46.85,39.27,28.25,21.86,15.26,10.62,6.41,5.14,3.68,2.17,1.09,0.6,0.23,0.18,0.12,0.09,0.05,,,,,,,,21.55,16.59,12.16,10.04,7.84,5.51,4.06,3.4,2.63,1.74,1.24,0.98,0.82,5E-2,5E+1,5E-2,5E+1,0T,,,,,Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva April 2004 digitally scanning the figure page 19 of CEPIT VIII Reference Book. june 2000
383,SPARSHOLT,UK,51.08,358.61,115,3.5,,F,Cassegrain,0.61,Conic.Horn,Y,,,,,,,9,ITALSAT,13.2,BCN,1999/04/01,2000/03/31,365,49.5,L,90,29.9,,,,,,,,,,T,65.13,60.91,53.36,46.85,39.27,28.25,21.86,15.26,10.62,6.41,5.14,3.68,2.17,1.09,0.6,0.23,0.18,0.12,0.09,0.05,,,,,,,,,,19.55,16.42,13.21,9.71,7.53,6.56,5.4,4.04,3.3,3,2.72,5E-2,5E+1,2E-1,5E+1,0T,,,,,Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva April 2004 digitally scanning the figure page 19 of CEPIT VIII Reference Book. june 2000
383,SPARSHOLT,UK,51.08,358.61,119,3.5,11,,FlCW820-FA,0.15,Lens Horn,N,3.5,,,-30,14,1,10,GBS,337,BCN,2004/09/01,2005/08/31,365,20.7,C,45,28,Y,,1,,0.01,TIP.BUCK.,9,60,300m a.gr.,E,53.67,38.16,33.52,28.68,23.57,13.2,12.25,11.05,9.43,,,,,,,,,,,,,,,,11.83,8.4,6.9,5.39,3.84,2.71,2.21,1.72,1.16,0.72,0.54,0.4,0.25,0.14,0.08,0.01,,,1E-2,1E+1,0E,,,,,Added by C.Riva (24.06.2008). Flags 1-5 added by C.Riva and cross-checked by L.Castanet
383,SPARSHOLT,UK,51.08,358.61,119,3.5,11,,FlCW820-FA,0.15,Lens Horn,N,3.5,,,-30,14,1,11,GBS,337,BCN,2005/09/01,2006/08/31,365,20.7,C,45,28,,,1,,0.01,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,9.31,7.31,5.58,4.08,2.89,2.45,1.93,1.42,0.93,0.68,0.45,0.26,0.15,0.09,0.01,,,2E-2,1E+1,0E,,,,,Added by C.Riva (24.06.2008). Flags 1-5 added by C.Riva and cross-checked by L.Castanet
384,CHILTON,UK,51.5667,358.72,100,,,E,,,,,,,,,,1,1,OLYMPUS,341,BCN,1990/06/01,1991/05/29,363,29.656,L,-13.5,28.56,N,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,22.3,18.3,16.7,14.5,11.9,8.8,7.5,6,4.6,3.4,2.8,2.3,1.7,1.2,,,,,,,,,1E-2,2E+0,0E,,,,,Edited by C.Riva February 2004 digitally scanning the figure 153of Proc. XXI OPEX meeting Louvain-la-Neuve. 1994. Polarization tilt angle calculated by C.Riva and L.Castanet 31.08.2005
384,CHILTON,UK,51.5667,358.72,100,,,E,,,,,,,,,,1,2,OLYMPUS,341,BCN,1991/09/01,1992/07/31,335,12.501,L,90,28.56,N,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,12.2,8.2,5.2,2.5,2,1.7,1.5,1.2,1,0.9,0.7,0.5,,,,,,,,,,2E-3,1E+0,0T,,,,,Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva February 2004 digitally scanning the figure page 28 of OPEX Reference Book Vol. 1
384,CHILTON,UK,51.5667,358.72,100,,,E,,,,,,,,,,1,3,OLYMPUS,341,BCN,1991/09/01,1992/07/31,335,19.77,L,90,28.56,N,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,28.2,20.4,14.2,7.7,5.8,5,4.3,3.4,3,2.5,2.2,1.8,1.2,1.1,,,,,,,,2E-3,3E+0,0T,,,,,Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). February data repeated for March and April for B1. Edited by C.Riva February 2004 digitally scanning the figure page 28 of OPEX Reference Book Vol. 1
384,CHILTON,UK,51.5667,358.72,100,,,E,,,,,,,,,,1,4,OLYMPUS,341,BCN,1991/09/01,1992/07/31,335,29.656,L,90,28.56,N,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,14.4,10.9,9.4,7.9,6,4.4,3.9,3,2.5,1.9,1.5,,,,,,,,1E-2,3E+0,0T,,,,,Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva February 2004 digitally scanning the figure page 28 of OPEX Reference Book Vol. 1
385,TORINO,IT,45.1,7.52,230,,,K,,,,,,,,,,,1,ITALSAT,13.2,BCN,1994/03/01,1995/09/30,365,18.68,L,90,37.7,Y,,,,,,,,,T,80.5,70.4,66.2,57.8,48.5,34.6,27.3,21.5,13.8,8.8,6.6,4.7,3,1.4,0.6,0.1,,,,,24.5,23,21.9,20.7,18.4,15.3,12.8,10.4,7.5,5.7,4.7,3.8,2.7,1.7,1.2,0.8,0.6,,,,1E-2,5E+0,2E-2,1E+1,0T,,,,Roberto Polonio,Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005)
385,TORINO,IT,45.1,7.52,230,,,K,,,,,,,,,,,2,ITALSAT,13.2,BCN,1994/03/01,1995/09/30,365,39.6,C,45,37.7,Y,,,,,,,,,T,80.5,70.4,66.2,57.8,48.5,34.6,27.3,21.5,13.8,8.8,6.6,4.7,3,1.4,0.6,0.1,,,,,,,,,,,38.5,32.9,24.4,17.7,14.5,11.5,7.9,5,3.6,2.1,1.3,1.1,1,,1E-2,5E+0,3E-2,3E+1,0T,,,,Roberto Polonio,Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005)
385,TORINO,IT,45.1,7.52,230,,,K,,,,,,,,,,,3,ITALSAT,13.2,BCN,1994/03/01,1995/09/30,365,49.5,L,90,37.7,Y,,,,,,,,,T,80.5,70.4,66.2,57.8,48.5,34.6,27.3,21.5,13.8,8.8,6.6,4.7,3,1.4,0.6,0.1,,,,,,,,,,,,,34.6,25.6,21.2,17.2,12.3,8.5,6.5,4.4,3.2,2.8,2.6,,1E-2,5E+0,1E-1,3E+1,0T,,,,Roberto Polonio,Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005)
389,CHILBOLTON,UK,51.8,358.61,50,,,F,,,,,,,,,,,1,ITALSAT,13.2,BCN,1993/09/01,1994/08/31,365,49.5,L,90,29.9,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,16.5,13,11.5,9.5,7,,,,,,1E+0,1E+1,,,,,,Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005)
389,CHILBOLTON,UK,51.8,358.61,50,,,F,,,,,,,,,,,2,ITALSAT,13.2,BCN,1997/04/01,1998/03/31,365,18.7,L,90,29.9,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,7.88,6.53,5.03,3.66,2.65,2.24,1.86,1.44,1.15,0.99,0.83,0.68,0.51,0.41,0.23,,,2E-2,5E+1,0T,,,,,Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva April 2004 digitally scanning the figure page 16 of CEPIT VII Reference Book. october 1999
389,CHILBOLTON,UK,51.8,358.61,50,,,F,,,,,,,,,,,3,ITALSAT,13.2,BCN,1997/06/01,1998/05/31,365,39.6,C,45,29.9,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.83,14.28,10.73,9.12,7.5,5.73,4.39,3.71,2.88,1.87,1.2,0.94,0.65,,,5E-2,5E+1,0T,,,,,Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva April 2004 digitally scanning the figure page 16 of CEPIT VII Reference Book. october 1999
389,CHILBOLTON,UK,51.8,358.61,50,,,F,,,,,,,,,,,4,ITALSAT,13.2,BCN,1997/06/01,1998/05/31,365,49.5,L,90,29.9,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.13,14.95,12.57,9.9,7.88,6.88,5.68,4.31,3.44,3.09,2.74,,,2E-1,5E+1,0T,,,,,Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva April 2004 digitally scanning the figure page 17 of CEPIT VII Reference Book. october 1999
389,CHILBOLTON,UK,51.8,358.61,50,,,F,,,,,,,,,,,5,ITALSAT,13.2,BCN,1998/06/01,1999/05/31,365,39.6,C,45,29.9,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.92,13.79,10.85,9.31,7.62,5.83,4.42,3.69,2.86,1.94,1.28,0.9,0.72,,,5E-2,3E+1,0T,,,,30% -> 0.9 instead of 0.1,Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva April 2004 digitally scanning the figure page 16 of CEPIT VII Reference Book. october 1999
389,CHILBOLTON,UK,51.8,358.61,50,,,F,,,,,,,,,,,6,ITALSAT,13.2,BCN,1998/06/01,1999/05/31,365,49.5,L,90,29.9,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.42,15.18,12.76,10.11,8.12,7.11,5.94,4.5,3.49,3.13,2.79,,,2E-1,5E+1,0T,,,,,Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva April 2004 digitally scanning the figure page 17 of CEPIT VII Reference Book. october 1999
